log_number,metric,threshold,precision,recall,f1
1401,delta_chao1,180.45000000000002,0.058823529411764705,0.5,0.10526315789473684
1401,delta_hill_q1,3.472875300680215,0.0,0.0,0.0
1401,delta_hill_q2,2.148929813864866,0.1,0.5,0.16666666666666666
1401,delta_completeness,0.31448918360820705,0.058823529411764705,0.5,0.10526315789473684
1401,delta_coverage,0.04150086983846801,0.16666666666666666,1.0,0.2857142857142857
1401,zscore_chao1,1.2648825857313015,0.0,0.0,0.0
1401,zscore_hill_q1,1.8298529861321182,0.25,0.5,0.3333333333333333
1401,zscore_hill_q2,1.4079206824319601,0.1111111111111111,0.5,0.18181818181818182
1401,reldelta_chao1,1.3907161051370203,0.0,0.0,0.0
1401,reldelta_hill_q1,0.16987462490826263,0.0,0.0,0.0
1401,reldelta_hill_q2,0.13520161179769707,0.1,0.5,0.16666666666666666
1403,delta_chao1,5.0,0.06666666666666667,0.5,0.11764705882352941
1403,delta_hill_q1,0.9759771757726279,0.1111111111111111,0.5,0.18181818181818182
1403,delta_hill_q2,1.0963184208016328,0.125,0.5,0.2
1403,delta_completeness,0.08552610461103893,0.09090909090909091,1.0,0.16666666666666666
1403,delta_coverage,0.008901638374637755,0.5,0.5,0.5
1403,zscore_chao1,1.36446171422992,0.18181818181818182,1.0,0.3076923076923077
1403,zscore_hill_q1,1.5496800948693092,0.16666666666666666,0.5,0.25
1403,zscore_hill_q2,1.5580521689273863,0.1111111111111111,0.5,0.18181818181818182
1403,reldelta_chao1,0.309523809505102,0.16666666666666666,0.5,0.25
1403,reldelta_hill_q1,0.06262273697572432,0.14285714285714285,0.5,0.2222222222222222
1403,reldelta_hill_q2,0.07551686301122079,0.14285714285714285,0.5,0.2222222222222222
1404,delta_chao1,9.600000000000001,0.0,0.0,0.0
1404,delta_hill_q1,0.10642418729534331,0.25,0.6666666666666666,0.36363636363636365
1404,delta_hill_q2,0.11336904257064173,0.25,0.6666666666666666,0.36363636363636365
1404,delta_completeness,0.125,0.0,0.0,0.0
1404,delta_coverage,0.006329050138573988,0.0,0.0,0.0
1404,zscore_chao1,1.3688397017083254,0.07407407407407407,0.6666666666666666,0.13333333333333333
1404,zscore_hill_q1,1.2175636606287914,0.0,0.0,0.0
1404,zscore_hill_q2,1.187918592578905,0.0,0.0,0.0
1404,reldelta_chao1,1.333333332888889,1.0,0.3333333333333333,0.5
1404,reldelta_hill_q1,0.011917242482686738,0.3333333333333333,0.6666666666666666,0.4444444444444444
1404,reldelta_hill_q2,0.014180522497916029,0.2857142857142857,0.6666666666666666,0.4
1405,delta_chao1,28.0,0.0,0.0,0.0
1405,delta_hill_q1,3.4852574333025252,0.125,1.0,0.2222222222222222
1405,delta_hill_q2,1.889629816800066,0.16666666666666666,1.0,0.2857142857142857
1405,delta_completeness,0.3853994932582032,0.0,0.0,0.0
1405,delta_coverage,0.04387397221629585,0.0,0.0,0.0
1405,zscore_chao1,1.4134565491581796,0.1111111111111111,1.0,0.2
1405,zscore_hill_q1,1.253394947825658,0.1,1.0,0.18181818181818182
1405,zscore_hill_q2,1.299945197345051,0.1111111111111111,1.0,0.2
1405,reldelta_chao1,0.9388863866318087,0.0,0.0,0.0
1405,reldelta_hill_q1,0.3794718757241239,0.1,1.0,0.18181818181818182
1405,reldelta_hill_q2,0.27267276332178586,0.16666666666666666,1.0,0.2857142857142857
1406,delta_chao1,91.75,0.0,0.0,0.0
1406,delta_hill_q1,8.573082215024403,0.0,0.0,0.0
1406,delta_hill_q2,5.972563619650504,0.0,0.0,0.0
1406,delta_completeness,0.31620877600972186,0.0,0.0,0.0
1406,delta_coverage,0.09868094629139879,0.0,0.0,0.0
1406,zscore_chao1,1.6114800568218974,0.1111111111111111,1.0,0.2
1406,zscore_hill_q1,1.992622052487672,0.0,0.0,0.0
1406,zscore_hill_q2,2.114232380354807,0.0,0.0,0.0
1406,reldelta_chao1,1.3467324613746712,0.0,0.0,0.0
1406,reldelta_hill_q1,0.5192628261283504,0.0,0.0,0.0
1406,reldelta_hill_q2,0.5524339279177621,0.0,0.0,0.0
1407,delta_chao1,12.600000000000016,0.0,0.0,0.0
1407,delta_hill_q1,4.527465037365502,0.0,0.0,0.0
1407,delta_hill_q2,4.2786107402874975,0.16666666666666666,0.5,0.25
1407,delta_completeness,0.18551988712924639,0.0,0.0,0.0
1407,delta_coverage,0.024926685104169954,0.0,0.0,0.0
1407,zscore_chao1,0.9436581936542299,0.0,0.0,0.0
1407,zscore_hill_q1,1.191858800516009,0.0,0.0,0.0
1407,zscore_hill_q2,1.34389217553263,0.125,0.5,0.2
1407,reldelta_chao1,0.30902667372638476,0.0,0.0,0.0
1407,reldelta_hill_q1,0.18531340236351557,0.0,0.0,0.0
1407,reldelta_hill_q2,0.21553760899026017,0.2,0.5,0.2857142857142857
140,delta_chao1,14.599999999999994,0.0,0.0,0.0
140,delta_hill_q1,3.106343596687078,0.25,1.0,0.4
140,delta_hill_q2,1.6987581892517922,0.2857142857142857,1.0,0.4444444444444444
140,delta_completeness,0.3032573443561364,0.0,0.0,0.0
140,delta_coverage,0.024909285902133704,0.0,0.0,0.0
140,zscore_chao1,0.8203781873669345,0.0,0.0,0.0
140,zscore_hill_q1,1.6085364536136213,0.2222222222222222,1.0,0.36363636363636365
140,zscore_hill_q2,1.751906036286691,0.4,1.0,0.5714285714285714
140,reldelta_chao1,0.8379111596990828,0.0,0.0,0.0
140,reldelta_hill_q1,0.44179537278765896,0.2,1.0,0.3333333333333333
140,reldelta_hill_q2,0.315395908718693,0.25,1.0,0.4
1412,delta_chao1,9.833333333333332,0.047619047619047616,0.3333333333333333,0.08333333333333333
1412,delta_hill_q1,1.6255373986663404,0.3333333333333333,0.6666666666666666,0.4444444444444444
1412,delta_hill_q2,0.822759008891417,0.2857142857142857,0.6666666666666666,0.4
1412,delta_completeness,0.22086144564509608,0.0,0.0,0.0
1412,delta_coverage,0.012250514689237879,0.05,0.3333333333333333,0.08695652173913043
1412,zscore_chao1,1.6143072439645816,0.0,0.0,0.0
1412,zscore_hill_q1,1.7800474404154376,0.2,0.3333333333333333,0.25
1412,zscore_hill_q2,1.7619406815321828,0.5,0.3333333333333333,0.4
1412,reldelta_chao1,0.4825709427802678,0.1111111111111111,0.3333333333333333,0.16666666666666666
1412,reldelta_hill_q1,0.1297254186941637,0.1111111111111111,0.3333333333333333,0.16666666666666666
1412,reldelta_hill_q2,0.08771228671383141,0.15384615384615385,0.6666666666666666,0.25
1422,delta_chao1,2.4000000000000004,0.0,0.0,0.0
1422,delta_hill_q1,0.1360594809633069,0.0,0.0,0.0
1422,delta_hill_q2,0.18792479823873465,0.0,0.0,0.0
1422,delta_completeness,inf,0.0,0.0,0.0
1422,delta_coverage,inf,0.0,0.0,0.0
1422,zscore_chao1,1.2125133637041,1.0,1.0,1.0
1422,zscore_hill_q1,1.0257265783884966,0.02564102564102564,1.0,0.05
1422,zscore_hill_q2,1.038443922148394,0.0,0.0,0.0
1422,reldelta_chao1,0.16666666663888888,0.0,0.0,0.0
1422,reldelta_hill_q1,0.032843753984254,0.0,0.0,0.0
1422,reldelta_hill_q2,0.04314253109016618,0.0,0.0,0.0
1423,delta_chao1,45.16666666666667,0.0,0.0,0.0
1423,delta_hill_q1,6.552657764332995,0.0,0.0,0.0
1423,delta_hill_q2,5.16922708986314,0.0,0.0,0.0
1423,delta_completeness,0.3060248586193577,0.0,0.0,0.0
1423,delta_coverage,0.08389665376269817,0.058823529411764705,1.0,0.1111111111111111
