log_number,metric,threshold,precision,recall,f1
1401,delta_chao1,120.49748987854247,0.0,0.0,0.0
1401,delta_hill_q1,3.374979515722849,0.3333333333333333,0.5,0.4
1401,delta_hill_q2,1.6063761036545507,0.6666666666666666,1.0,0.8
1401,delta_completeness,0.17791178171013078,0.0,0.0,0.0
1401,delta_coverage,0.007600978210914655,0.125,0.5,0.2
1401,zscore_chao1,0.9620017901069635,0.0,0.0,0.0
1401,zscore_hill_q1,0.806140332446178,0.4,1.0,0.5714285714285714
1401,zscore_hill_q2,1.0285961437682531,0.25,0.5,0.3333333333333333
1401,reldelta_chao1,0.9896199163408614,0.0,0.0,0.0
1401,reldelta_hill_q1,0.1800317379479493,0.3333333333333333,0.5,0.4
1401,reldelta_hill_q2,0.11259332152422702,1.0,1.0,1.0
1403,delta_chao1,13.25,0.3333333333333333,1.0,0.5
1403,delta_hill_q1,0.7644515202782607,1.0,1.0,1.0
1403,delta_hill_q2,1.398262662823818,1.0,1.0,1.0
1403,delta_completeness,0.29166666666666674,0.0,0.0,0.0
1403,delta_coverage,0.0030434843750256624,0.0,0.0,0.0
1403,zscore_chao1,1.8229705616124876,0.25,1.0,0.4
1403,zscore_hill_q1,1.2905725749824248,1.0,1.0,1.0
1403,zscore_hill_q2,1.3032794811446162,0.25,1.0,0.4
1403,reldelta_chao1,0.6628703703468087,1.0,1.0,1.0
1403,reldelta_hill_q1,0.0449063984409236,1.0,1.0,1.0
1403,reldelta_hill_q2,0.10014880366232534,1.0,1.0,1.0
1404,delta_chao1,9.600000000000001,0.0,0.0,0.0
1404,delta_hill_q1,0.032620191632330986,0.6666666666666666,0.6666666666666666,0.6666666666666666
1404,delta_hill_q2,0.06886360438273886,0.6666666666666666,0.6666666666666666,0.6666666666666666
1404,delta_completeness,inf,0.0,0.0,0.0
1404,delta_coverage,inf,0.0,0.0,0.0
1404,zscore_chao1,1.1873917252273318,0.25,0.6666666666666666,0.36363636363636365
1404,zscore_hill_q1,1.1817063275392519,0.25,0.6666666666666666,0.36363636363636365
1404,zscore_hill_q2,1.1501289448124061,0.25,0.6666666666666666,0.36363636363636365
1404,reldelta_chao1,1.333333332888889,1.0,0.3333333333333333,0.5
1404,reldelta_hill_q1,0.005273766979757203,1.0,0.6666666666666666,0.8
1404,reldelta_hill_q2,0.008938808554849739,0.6666666666666666,0.6666666666666666,0.6666666666666666
1405,delta_chao1,16.693055555555546,0.0,0.0,0.0
1405,delta_hill_q1,2.388903590709746,0.5,1.0,0.6666666666666666
1405,delta_hill_q2,1.1039186211760756,1.0,1.0,1.0
1405,delta_completeness,0.22236052509615345,0.0,0.0,0.0
1405,delta_coverage,0.010274874442037785,0.0,0.0,0.0
1405,zscore_chao1,1.5449846051809546,0.0,0.0,0.0
1405,zscore_hill_q1,1.9374977559644728,1.0,1.0,1.0
1405,zscore_hill_q2,1.365092790315821,0.5,1.0,0.6666666666666666
1405,reldelta_chao1,0.4942528735531956,0.0,0.0,0.0
1405,reldelta_hill_q1,0.23583905283509793,0.5,1.0,0.6666666666666666
1405,reldelta_hill_q2,0.14485058067428314,1.0,1.0,1.0
1406,delta_chao1,46.83522727272724,0.0,0.0,0.0
1406,delta_hill_q1,7.76903088730156,0.0,0.0,0.0
1406,delta_hill_q2,4.56178595896966,0.0,0.0,0.0
1406,delta_completeness,0.2703056505291793,0.0,0.0,0.0
1406,delta_coverage,0.02929096854282187,0.0,0.0,0.0
1406,zscore_chao1,1.9755934439882852,0.0,0.0,0.0
1406,zscore_hill_q1,1.6515589184433386,0.0,0.0,0.0
1406,zscore_hill_q2,1.4685170974816062,0.0,0.0,0.0
1406,reldelta_chao1,0.5559714714858346,0.0,0.0,0.0
1406,reldelta_hill_q1,0.3678091681242827,0.3333333333333333,1.0,0.5
1406,reldelta_hill_q2,0.3769256605217936,0.0,0.0,0.0
1407,delta_chao1,4.933333333333337,0.0,0.0,0.0
1407,delta_hill_q1,3.0032790734548858,0.0,0.0,0.0
1407,delta_hill_q2,2.94023771702169,1.0,0.5,0.6666666666666666
1407,delta_completeness,0.10706504824151863,0.0,0.0,0.0
1407,delta_coverage,0.00403462180080405,0.0,0.0,0.0
1407,zscore_chao1,0.8835761520368732,0.0,0.0,0.0
1407,zscore_hill_q1,0.9625308626430922,0.5,0.5,0.5
1407,zscore_hill_q2,1.0853302680552737,0.5,0.5,0.5
1407,reldelta_chao1,0.1275126903527287,0.0,0.0,0.0
1407,reldelta_hill_q1,0.13072495164890546,0.0,0.0,0.0
1407,reldelta_hill_q2,0.14283781671047874,0.3333333333333333,0.5,0.4
140,delta_chao1,2.9999999999999964,0.25,0.5,0.3333333333333333
140,delta_hill_q1,1.28957055324627,0.25,0.5,0.3333333333333333
140,delta_hill_q2,0.921877701546741,1.0,0.5,0.6666666666666666
140,delta_completeness,0.05585759058651096,0.1111111111111111,0.5,0.18181818181818182
140,delta_coverage,0.0047688468154446495,0.5,0.5,0.5
140,zscore_chao1,1.8293824426339662,0.0,0.0,0.0
140,zscore_hill_q1,1.4456930466220541,1.0,0.5,0.6666666666666666
140,zscore_hill_q2,1.555946687803976,1.0,0.5,0.6666666666666666
140,reldelta_chao1,0.12134751276247698,0.0,0.0,0.0
140,reldelta_hill_q1,0.2795129396577769,0.0,0.0,0.0
140,reldelta_hill_q2,0.2032319697677443,1.0,0.5,0.6666666666666666
1412,delta_chao1,7.583333333333332,0.2,0.6666666666666666,0.3076923076923077
1412,delta_hill_q1,0.7919787340087652,0.25,0.3333333333333333,0.2857142857142857
1412,delta_hill_q2,0.42708876339079715,0.2,0.3333333333333333,0.25
1412,delta_completeness,0.16776029504115042,0.14285714285714285,0.3333333333333333,0.2
1412,delta_coverage,0.00366467408128468,0.3333333333333333,0.6666666666666666,0.4444444444444444
1412,zscore_chao1,2.044900838342603,0.0,0.0,0.0
1412,zscore_hill_q1,1.4875014636572885,0.0,0.0,0.0
1412,zscore_hill_q2,1.40697171559316,0.0,0.0,0.0
1412,reldelta_chao1,0.38099724780961935,0.3333333333333333,0.3333333333333333,0.3333333333333333
1412,reldelta_hill_q1,0.053740720560775904,0.25,0.3333333333333333,0.2857142857142857
1412,reldelta_hill_q2,0.04879922608658935,0.2,0.3333333333333333,0.25
1422,delta_chao1,2.4000000000000004,0.0,0.0,0.0
1422,delta_hill_q1,0.07019973496226806,0.3333333333333333,1.0,0.5
1422,delta_hill_q2,0.10794689454522799,0.0,0.0,0.0
1422,delta_completeness,inf,0.0,0.0,0.0
1422,delta_coverage,inf,0.0,0.0,0.0
1422,zscore_chao1,1.1077525510793125,1.0,1.0,1.0
1422,zscore_hill_q1,1.1869259123227456,1.0,1.0,1.0
1422,zscore_hill_q2,0.9779385709404194,0.08333333333333333,1.0,0.15384615384615385
1422,reldelta_chao1,0.16666666663888888,0.0,0.0,0.0
1422,reldelta_hill_q1,0.016215345602562478,0.3333333333333333,1.0,0.5
1422,reldelta_hill_q2,0.029040538909051797,0.0,0.0,0.0
1423,delta_chao1,69.61666666666665,0.0,0.0,0.0
1423,delta_hill_q1,3.80480084593432,0.3333333333333333,1.0,0.5
1423,delta_hill_q2,3.016017507465376,0.5,1.0,0.6666666666666666
1423,delta_completeness,0.2844899257818888,0.0,0.0,0.0
1423,delta_coverage,0.02492827948797116,0.3333333333333333,1.0,0.5
1423,zscore_chao1,1.5271782213909462,0.0,0.0,0.0
1423,zscore_hill_q1,2.0325710900562024,0.5,1.0,0.6666666666666666
1423,zscore_hill_q2,1.6092478934950643,0.3333333333333333,1.0,0.5
1423,reldelta_chao1,0.7866590435647739,0.0,0.0,0.0
1423,reldelta_hill_q1,0.14742093248740623,0.3333333333333333,1.0,0.5
1423,reldelta_hill_q2,0.13911734197039885,0.0,0.0,0.0
1424,delta_chao1,4.800000000000001,0.0,0.0,0.0
1424,delta_hill_q1,0.11371249721241838,0.6,1.0,0.75
1424,delta_hill_q2,0.2297249416345879,0.5,0.6666666666666666,0.5714285714285714
1424,delta_completeness,inf,0.0,0.0,0.0
1424,delta_coverage,inf,0.0,0.0,0.0
1424,zscore_chao1,1.1979874051752866,1.0,0.3333333333333333,0.5
1424,zscore_hill_q1,1.319898120408168,1.0,0.3333333333333333,0.5
1424,zscore_hill_q2,1.3550550909725219,1.0,0.3333333333333333,0.5
1424,reldelta_chao1,0.6399999998720001,1.0,0.3333333333333333,0.5
1424,reldelta_hill_q1,0.029852152070809476,0.75,1.0,0.8571428571428571
1424,reldelta_hill_q2,0.03948385944336695,0.4,0.6666666666666666,0.5
1426,delta_chao1,33.26119144013876,0.0,0.0,0.0
1426,delta_hill_q1,2.042662771264217,1.0,0.6666666666666666,0.8
1426,delta_hill_q2,0.9266183137766681,1.0,0.6666666666666666,0.8
1426,delta_completeness,0.12714644369376615,0.0,0.0,0.0
1426,delta_coverage,0.0016843636412801066,0.0,0.0,0.0
1426,zscore_chao1,1.265384410161976,0.0,0.0,0.0
1426,zscore_hill_q1,0.8462580548683415,0.6666666666666666,0.6666666666666666,0.6666666666666666
